iter	Passed	Remaining
0	21	21957
1	32	16458
2	47	15702
3	74	18547
4	88	17646
5	115	19167
6	121	17286
7	148	18472
8	184	20349
9	200	19890
10	215	19367
11	242	19990
12	249	18911
13	277	19540
14	307	20164
15	317	19515
16	329	19033
17	359	19609
18	389	20123
19	419	20540
20	454	21203
21	523	23273
22	546	23216
23	582	23673
24	617	24089
25	653	24464
26	690	24883
27	730	25347
28	792	26541
29	837	27087
30	882	27590
31	928	28081
32	979	28710
33	1029	29241
34	1076	29693
35	1116	29888
36	1153	30023
37	1202	30437
38	1240	30571
39	1278	30686
40	1314	30734
41	1351	30820
42	1388	30893
43	1426	30988
44	1460	31001
45	1500	31118
46	1577	31994
47	1609	31931
48	1640	31847
49	1669	31728
50	1697	31594
51	1710	31187
52	1740	31094
53	1770	31011
54	1798	30908
55	1825	30779
56	1859	30763
57	1898	30836
58	1939	30937
59	1981	31044
60	2002	30828
61	2049	31009
62	2089	31075
63	2127	31109
64	2166	31167
65	2219	31408
66	2268	31595
67	2310	31662
68	2347	31678
69	2379	31606
70	2407	31507
71	2437	31417
72	2467	31339
73	2497	31252
74	2528	31184
75	2558	31103
76	2619	31405
77	2653	31360
78	2682	31273
79	2713	31200
80	2740	31095
81	2771	31029
82	2802	30960
83	2831	30881
84	2862	30813
85	2890	30723
86	2918	30623
87	2947	30543
88	2983	30538
89	3012	30461
90	3045	30418
91	3083	30429
92	3120	30436
93	3152	30384
94	3182	30316
95	3211	30245
96	3241	30172
97	3252	29936
98	3288	29927
99	3319	29878
100	3349	29814
101	3378	29739
102	3408	29681
103	3453	29755
104	3481	29677
105	3525	29735
106	3558	29695
107	3586	29623
108	3664	29958
109	3701	29948
110	3735	29921
111	3754	29769
112	3785	29714
113	3803	29561
114	3815	29362
115	3845	29303
116	3876	29254
117	3909	29218
118	3948	29233
119	3993	29283
120	4032	29297
121	4072	29305
122	4112	29322
123	4137	29229
124	4178	29251
125	4217	29253
126	4259	29283
127	4300	29294
128	4338	29293
129	4376	29286
130	4413	29274
131	4449	29257
132	4479	29201
133	4490	29022
134	4519	28957
135	4549	28900
136	4579	28845
137	4608	28786
138	4638	28732
139	4703	28893
140	4722	28772
141	4752	28716
142	4781	28652
143	4810	28596
144	4840	28543
145	4868	28476
146	4896	28415
147	4925	28357
148	4957	28316
149	4992	28289
150	5021	28234
151	5057	28213
152	5089	28174
153	5119	28122
154	5156	28113
155	5198	28123
156	5229	28080
157	5260	28031
158	5289	27978
159	5319	27925
160	5353	27897
161	5390	27882
162	5426	27862
163	5446	27765
164	5478	27722
165	5511	27692
166	5548	27675
167	5587	27671
168	5627	27669
169	5666	27663
170	5739	27825
171	5782	27835
172	5819	27820
173	5849	27770
174	5878	27711
175	5906	27653
176	5933	27589
177	5965	27546
178	5997	27506
179	6028	27461
180	6058	27412
181	6087	27361
182	6117	27311
183	6146	27257
184	6176	27211
185	6213	27192
186	6253	27186
187	6283	27138
188	6312	27086
189	6341	27032
190	6368	26976
191	6396	26919
192	6426	26870
193	6456	26822
194	6485	26772
195	6513	26720
196	6543	26670
197	6573	26624
198	6601	26573
199	6630	26521
200	6659	26470
201	6687	26417
202	6717	26373
203	6748	26333
204	6819	26444
205	6851	26407
206	6882	26367
207	6912	26319
208	6941	26271
209	6976	26245
210	7006	26201
211	7036	26153
212	7066	26109
213	7093	26054
214	7124	26011
215	7153	25966
216	7184	25924
217	7217	25891
218	7257	25882
219	7294	25863
220	7324	25818
221	7355	25776
222	7386	25736
223	7416	25694
224	7453	25672
225	7493	25663
226	7532	25649
227	7568	25625
228	7601	25594
229	7638	25572
230	7675	25550
231	7710	25525
232	7751	25517
233	7792	25509
234	7871	25623
235	7908	25602
236	7946	25583
237	7978	25543
238	8008	25498
239	8039	25459
240	8072	25422
241	8108	25397
242	8140	25358
243	8170	25314
244	8201	25272
245	8234	25240
246	8264	25193
247	8299	25164
248	8337	25147
249	8372	25116
250	8402	25074
251	8446	25071
252	8483	25046
253	8519	25020
254	8552	24987
255	8582	24942
256	8612	24898
257	8643	24857
258	8673	24815
259	8703	24771
260	8735	24733
261	8766	24693
262	8798	24656
263	8842	24652
264	8938	24792
265	8992	24813
