iter	Passed	Remaining
198	6499	26162
199	6528	26113
200	6559	26074
201	6597	26064
202	6639	26069
203	6680	26067
204	6720	26062
205	6763	26068
206	6806	26074
207	6842	26054
208	6878	26031
209	6913	26009
210	6952	25999
211	6991	25988
212	7030	25976
213	7069	25966
214	7106	25948
215	7145	25935
216	7186	25929
217	7243	25982
218	7278	25958
219	7309	25916
220	7339	25872
221	7369	25824
222	7400	25787
223	7435	25756
224	7471	25733
225	7501	25691
226	7531	25645
227	7560	25598
228	7589	25553
229	7619	25509
230	7649	25464
231	7682	25432
232	7719	25412
233	7751	25373
234	7781	25331
235	7811	25289
236	7840	25241
237	7868	25192
238	7898	25149
239	7929	25109
240	7959	25067
241	7992	25033
242	8023	24994
243	8052	24950
244	8083	24911
245	8115	24873
246	8150	24848
247	8193	24843
248	8232	24829
249	8293	24880
250	8333	24866
251	8370	24845
252	8410	24833
253	8452	24823
254	8491	24807
255	8529	24790
256	8567	24768
257	8602	24739
258	8631	24694
259	8661	24650
260	8692	24610
261	8720	24563
262	8759	24545
263	8796	24524
264	8827	24484
265	8860	24450
266	8891	24408
267	8921	24366
268	8950	24322
269	8979	24279
270	9009	24234
271	9037	24189
272	9065	24142
273	9094	24096
274	9123	24053
275	9153	24010
276	9188	23982
277	9218	23940
278	9247	23898
279	9277	23857
280	9307	23815
281	9369	23855
282	9404	23826
283	9435	23788
284	9468	23753
285	9497	23711
286	9528	23672
287	9557	23628
288	9584	23581
289	9615	23540
290	9644	23498
291	9673	23455
292	9703	23413
293	9732	23370
294	9759	23324
295	9789	23282
296	9818	23241
297	9859	23226
298	9894	23197
299	9929	23167
300	9959	23129
301	9990	23091
302	10020	23050
303	10050	23010
304	10080	22969
305	10109	22928
306	10139	22887
307	10172	22855
308	10211	22835
309	10250	22814
310	10288	22793
311	10328	22775
312	10563	23185
313	10604	23167
314	10636	23129
315	10666	23088
316	10696	23046
317	10725	23002
318	10758	22966
319	10788	22925
320	10819	22885
321	10849	22843
322	10878	22800
323	10908	22760
324	10938	22718
325	10969	22679
326	11004	22648
327	11044	22627
328	11076	22591
329	11108	22553
330	11139	22515
331	11191	22518
332	11223	22480
333	11255	22443
334	11286	22404
335	11315	22361
336	11346	22321
337	11376	22282
338	11411	22250
339	11441	22210
340	11475	22177
341	11506	22138
342	11536	22097
343	11596	22113
344	11638	22097
345	11677	22071
346	11713	22042
347	11747	22010
348	11783	21979
349	11817	21947
350	11856	21922
351	11897	21901
352	11955	21913
353	11995	21889
354	12033	21863
355	12075	21845
356	12112	21815
357	12141	21773
358	12182	21751
359	12212	21711
360	12242	21670
361	12271	21626
362	12300	21584
363	12329	21543
364	12358	21500
365	12387	21458
366	12421	21425
367	12462	21402
368	12494	21365
369	12522	21322
370	12551	21280
371	12580	21237
372	12638	21245
373	12676	21218
374	12707	21179
375	12742	21147
376	12780	21120
377	12824	21101
378	12852	21059
379	12884	21022
380	12924	20998
381	12958	20964
382	12989	20925
383	13022	20890
384	13057	20857
385	13097	20833
386	13137	20809
