iter	Logloss
0	0.674007536
1	0.6559487208
2	0.6373987448
3	0.6224939223
4	0.6127601375
5	0.6074295435
6	0.5998180088
7	0.5922787037
8	0.5839002903
9	0.5802059524
10	0.5705388117
11	0.5636604812
12	0.5535272906
13	0.5441486901
14	0.5379325668
15	0.5328478602
16	0.5256626285
17	0.5226796389
18	0.5185283652
19	0.5139349298
20	0.5101614206
21	0.5035280199
22	0.5023428791
23	0.4978756702
24	0.4967279606
25	0.4922384647
26	0.488322237
27	0.4847981675
28	0.4775337046
29	0.4741394887
30	0.4692595838
31	0.4666826094
32	0.4635119897
33	0.4610908151
34	0.460996926
35	0.456733073
36	0.4541893741
37	0.4512918857
38	0.4477074638
39	0.4438599102
40	0.4403967454
41	0.4365442276
42	0.4326204154
43	0.4281357104
44	0.4278973082
45	0.426693674
46	0.4221187839
47	0.4202548793
48	0.4166082653
49	0.4156834806
50	0.4125957209
51	0.4084610861
52	0.4067527607
53	0.4049496433
54	0.403039076
55	0.4008433153
56	0.3999061255
57	0.3987207796
58	0.3974826173
59	0.3959153409
60	0.394113838
61	0.3921808351
62	0.3911426974
63	0.3895505796
64	0.3879475631
65	0.3860000423
66	0.3845017237
67	0.3823396958
68	0.3795430912
69	0.3773700195
70	0.377328419
71	0.3753215772
72	0.3726306816
73	0.3725442043
74	0.3692213608
75	0.367827713
76	0.366609509
77	0.3666084408
78	0.3656422443
79	0.3637228498
80	0.3622982517
81	0.3612450027
82	0.3602195426
83	0.3577845618
84	0.3572494042
85	0.3560415479
86	0.3543378152
87	0.3530651153
88	0.3516280452
89	0.3510783358
90	0.3497487306
91	0.3497167159
92	0.348416257
93	0.3469659958
94	0.3459292759
95	0.3458819856
96	0.3445535703
97	0.3425814453
98	0.3400139049
99	0.3374828099
100	0.3361157993
101	0.3341361166
102	0.3324640888
103	0.3322112673
104	0.3297623579
105	0.3297604203
106	0.3289239026
107	0.3285250662
108	0.3281059263
109	0.3262605518
110	0.3251027733
111	0.3236391111
112	0.3213193621
113	0.3203065819
114	0.3172007197
115	0.3167789499
116	0.3163374628
117	0.3146576076
118	0.3131111052
119	0.3116390665
120	0.3112478955
121	0.3093093768
122	0.3084908917
123	0.3077573239
124	0.305940627
125	0.3051805998
126	0.301801778
127	0.300413947
128	0.2986610104
129	0.2975663099
130	0.2952799361
131	0.2943468824
132	0.2930903763
133	0.2930888746
134	0.2928827759
135	0.2909200406
136	0.2895022739
137	0.2883049824
138	0.2867281195
139	0.2857442144
140	0.2843530977
141	0.2827489646
142	0.2814846594
143	0.2801485168
144	0.2788320122
145	0.2781461797
