iter	Logloss
0	0.6758858467
1	0.6593275322
2	0.6436775078
3	0.6336783876
4	0.6196817259
5	0.6085876365
6	0.6009401742
7	0.5967150009
8	0.5866381985
9	0.5763053945
10	0.5644504522
11	0.5571582092
12	0.5510300023
13	0.5422141449
14	0.5343524582
15	0.5329904072
16	0.526595063
17	0.5192721589
18	0.5138893374
19	0.5083110856
20	0.5037529467
21	0.4983028668
22	0.4977980772
23	0.4932903711
24	0.4922680168
25	0.4884623037
26	0.4879916364
27	0.4873703621
28	0.4812463662
29	0.4775961244
30	0.4750914201
31	0.4713460968
32	0.4691078919
33	0.4664486464
34	0.4636754179
35	0.4606405277
36	0.4574344656
37	0.4539478351
38	0.4489773552
39	0.4448701642
40	0.4404721257
41	0.436118822
42	0.4328027724
43	0.429307523
44	0.4239463006
45	0.4220376922
46	0.4195611578
47	0.4180578498
48	0.4147876787
49	0.4136536542
50	0.4119981888
51	0.4072830411
52	0.4061739154
53	0.4055051719
54	0.4031282402
55	0.3995064381
56	0.3972935573
57	0.3960770058
58	0.3948763279
59	0.3931042455
60	0.3915174151
61	0.389476788
62	0.3890154253
63	0.387388456
64	0.384494986
65	0.3830024433
66	0.3823654822
67	0.3814892349
68	0.3807657099
69	0.3792035792
70	0.376636378
71	0.374812258
72	0.3728316461
73	0.3719929028
74	0.3717013814
75	0.3692588847
76	0.3674266246
77	0.3648532924
78	0.3629303397
79	0.3603272933
80	0.3587368842
81	0.3569918339
82	0.3543176988
83	0.3508170108
84	0.350815307
85	0.3474093858
86	0.3464797335
87	0.3462961759
88	0.3436208198
89	0.343364921
90	0.341821899
91	0.3402539185
92	0.339406286
93	0.33734696
94	0.3358805691
95	0.3344411192
96	0.3334061178
97	0.3326117551
98	0.3299361111
99	0.3298812812
100	0.328939538
101	0.3264548334
102	0.3254808799
103	0.3246007114
104	0.3219895729
105	0.3217383159
106	0.3212200747
107	0.3188601183
108	0.3175521259
109	0.3163948184
110	0.3154942886
111	0.3149952491
112	0.3140311578
113	0.3133537987
114	0.3112248463
115	0.3096239918
116	0.3079387166
117	0.3070386783
118	0.3062835521
119	0.3047364359
120	0.3026438587
121	0.300791705
122	0.3000901158
123	0.2982102262
124	0.2972993956
125	0.2953385701
126	0.2944546554
127	0.2938102247
128	0.2926045094
129	0.291944286
130	0.2906903452
131	0.2881608136
132	0.2867321296
133	0.2849708554
134	0.2842670906
135	0.2842662948
136	0.282952213
137	0.2818632038
138	0.2811051554
139	0.2796926109
140	0.2796631902
