iter	Logloss
0	0.6692042364
1	0.6529903499
2	0.6358496115
3	0.6301024379
4	0.6137224036
5	0.6010904825
6	0.5865795438
7	0.5751903861
8	0.5674985507
9	0.5599185308
10	0.552695161
11	0.5449378297
12	0.5374648207
13	0.5297627666
14	0.5211091882
15	0.514883882
16	0.5095320264
17	0.5021888957
18	0.4981604988
19	0.4950057683
20	0.4905736792
21	0.4847025865
22	0.4800094141
23	0.4795975391
24	0.4765166304
25	0.4719883843
26	0.4680809082
27	0.4658077021
28	0.4637306031
29	0.4587412966
30	0.4558730386
31	0.4529419892
32	0.4489894341
33	0.4451135519
34	0.4403679407
35	0.4376717383
36	0.4348267752
37	0.4309598994
38	0.4280250954
39	0.4248256335
40	0.4220989095
41	0.4217290584
42	0.4183373313
43	0.4178864989
44	0.4174736366
45	0.4157413569
46	0.4129042381
47	0.4122124717
48	0.4106684865
49	0.4103257665
50	0.4099551534
51	0.4077747483
52	0.4060512462
53	0.4048395986
54	0.4037862435
55	0.4025123542
56	0.4005727598
57	0.3982794285
58	0.3959844615
59	0.3921951311
60	0.389835457
61	0.3880977714
62	0.388088573
63	0.3835490312
64	0.3834552178
65	0.3800498278
66	0.3788067951
67	0.3781517893
68	0.3770953252
69	0.37709532
70	0.3770925247
71	0.3744444285
72	0.3729201223
73	0.3721020361
74	0.3701018854
75	0.3676961682
76	0.3660464839
77	0.36455343
78	0.3633885887
79	0.361793985
80	0.3582395852
81	0.3568380976
82	0.3547710666
83	0.3529164972
84	0.3504733748
85	0.3488631257
86	0.3470033196
87	0.3460438445
88	0.3459896597
89	0.3445214674
90	0.3441609937
91	0.3408659846
92	0.3385480917
93	0.3366985313
94	0.3348510761
95	0.3345829165
96	0.3315137007
97	0.3300692922
98	0.3291693979
99	0.3273169514
100	0.3258100188
101	0.3235502498
102	0.3235094843
103	0.320998237
104	0.3208839626
105	0.3202621984
106	0.3199542662
107	0.3179082021
108	0.3176449396
109	0.3165814669
110	0.3163016568
111	0.3157084194
112	0.3147866203
113	0.313981498
114	0.3116825419
115	0.3107765349
116	0.3099750598
117	0.3088679978
118	0.3081280356
119	0.3071484116
120	0.3060954513
121	0.3048174513
122	0.3028700281
123	0.3021484554
124	0.3009545179
125	0.2992607364
126	0.2971533081
127	0.295421293
128	0.2943835764
129	0.2927732479
130	0.2914463294
131	0.291055609
132	0.2892334485
133	0.2883306835
134	0.2869269603
135	0.286051752
136	0.2852228152
137	0.2844950141
138	0.2820191477
139	0.2801098487
140	0.2791731878
141	0.2769308253
142	0.2757124326
143	0.2742382635
144	0.2741660918
145	0.2734080674
146	0.2723669304
147	0.2716161061
148	0.2701125751
149	0.2698949185
150	0.2693143159
151	0.2670417205
152	0.2659808279
153	0.2637034671
154	0.2614973093
155	0.2598978305
156	0.2596057269
157	0.2586813745
158	0.2586702918
159	0.2585249217
160	0.2582801279
161	0.2565002039
162	0.2555702838
163	0.2526631593
164	0.2517037994
165	0.2510421786
166	0.2503947609
167	0.2493779902
168	0.2474236034
169	0.2460751311
170	0.2458949626
171	0.2453616634
172	0.2445119412
173	0.2437622236
174	0.2437359194
175	0.2430672213
176	0.2417449751
177	0.2408402632
178	0.2402641187
